cell_id,target_fleet,representation_id,time_model,soc_step,block_min,L_model,L_model_certified,I_model,I_model_lower,I_model_upper,I_model_proven,I_model_method,I_pool,I_pool_lower,I_pool_upper,I_pool_proven,I_timed,timed_fleet_proven,representation_gap,lp_integrality_gap,pool_composition_gap,mip_search_gap,pool_columns,source_cg_certified,source_cg_stop_reason,source_cg_iterations,source_cg_wall_s,source_cg_peak_rss_mb,optimality_scope,physical_witness_valid,cg_status_sha256,phase2_sha256,mip_sha256,model_evidence
k05_s1,5,uniform_2_1,uniform,2.0,1,4.9999998949999425,True,5,5,5,True,industrial_uniform_partition_sandwich,5,5,5,True,5,True,0,1.0500005753755204e-07,0,0,29521,True,certified,2486,35066.19192906594,7033.01953125,full_pool_lexicographic,True,a9db97b2f476d8cd71a9860fed4a858ad413233283f2df13d8d654d6fd6b7ea7,a093f62826c80bc69d7807bf0a8fe28a4984ca902216e4ae08e1a57101353bf7,74ecd82b1de9e976ed5bcfcfa26030d3acb0aff1494214310411ab73b8a71881,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/uniform/k05_s1/uniform_2_1/witness-v2.json
k05_s2,5,event_2p5_event5,event,2.5,5,4.999999899000092,True,5,5,5,True,industrial_event_partition_sandwich,,6,12,False,12,False,0,1.0099990799261604e-07,,,16221,True,certified,639,1014.6206268206006,1078.890625,none,True,58d4f9da3bf8ea1de945149fbbb2f5f9ce64f0bb28c7da825f27409ccf4a61b6,0cc78f0a8afbcd622ba1267dcd408b0089019cc4e938ada7156b814e9c7e1d9a,9f19036e1050a9f75f31807a45a103b0696b099b232d4097273aaf847dd57733,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/event/k05_s2/witness.json
k05_s2,5,uniform_10_10,uniform,10.0,10,4.999999899000116,True,,5,6,False,censored_after_sandwich_and_arcflow,6,6,6,True,6,True,,,,0,17368,True,certified,894,384.1867328712251,546.40625,full_pool_lexicographic,True,3521401a64aa69fae9f14476b568337d8f6555fe796f5f1766297cb8a6bdefc5,9db491013e7056d5f0cf8682db7dc373c9b5d13e53f7ab41ce355d86a5d50410,210e20f027b8fab333bd82b499d9acf9434e06389d10089ecc180df1afc6be6e,
k05_s2,5,uniform_4_5,uniform,4.0,5,4.999999898999752,True,,5,12,False,censored_after_sandwich_and_arcflow,,6,12,False,12,False,,,,,11475,True,certified,721,451.1915750611224,879.4921875,none,True,b555b33a38830d351e465331d276889e89cd2b5c2d02017fd6028721658c9d39,955251eddad1f07799cc46f4eeddc4ab86ffeea4c1d163bb2a6ce571b3f6731d,506bf1c954b6a8301ca038e35f91993613846bda0df07636da7b696666e0a783,
k05_s2,5,uniform_2_5,uniform,2.0,5,4.999999898999975,True,,5,11,False,censored_after_sandwich_and_arcflow,,6,11,False,18,False,,,,,13021,True,certified,634,736.9738683022442,1399.15234375,none,True,d7d9a442723384b4a569ca80acf25f782cf64590c6456221e63f1acd630fd35c,88d6c869dcc5af7f427d7749ae557ccee54a88a74753559e74afd40893588fb7,7c711bb7256553236f716bb0f6d5dc7e60bf7e426fe8081667b725f39104a21e,
k05_s2,5,uniform_2_2,uniform,2.0,2,4.999999898999987,True,5,5,5,True,industrial_uniform_partition_sandwich,,6,7,False,7,False,0,1.0100001279766957e-07,,,11521,True,certified,748,3246.441153390595,2951.75390625,none,True,2271b760229055c33a35fc61920f679ed9b5d54fb5f5ee04914a6464e98bc019,c03b9399a9828580d53e4792a94789a64d8fd1c5e2de1f0f65b4c56032be9d39,5c44227523ed04e26d85c99e5122888dd08756bb91460c5d393b181ff7cc16b8,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/uniform/k05_s2/uniform_2_2/witness-v2.json
k05_s2,5,uniform_2_1,uniform,2.0,1,4.999999898999992,True,5,5,5,True,industrial_uniform_partition_sandwich,,6,11,False,11,False,0,1.0100000835677747e-07,,,11197,True,certified,912,9114.046788920241,5526.46484375,none,True,e73c90fab40f5a84d2e4f291a8bb9b1f0923199b7563e6c719181ee47857d1e0,3c15fe60b5d45727b12df8e44c5b07bc7684e2fe4ae48d40696ca5abfbf02654,57a99cbf44239e2f4567c92d8ccded0233649b5c3b10bf55eefcbb62d0049bfe,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/uniform/k05_s2/uniform_2_1/witness-v2.json
k05_s3,5,event_2p5_event5,event,2.5,5,4.999999874999959,True,5,5,5,True,industrial_event_partition_sandwich,,5,15,False,15,False,0,1.2500004142879106e-07,,,43650,True,certified,1634,6274.866780188371,2072.11328125,none,True,80fb7d75856927c1181960a787d49da95f751d2946d0f48fb00a10e4d7dc5159,53a82da5da83e5e4a4248cd58636e90cbdd2ef202ffcf6be880c9732f811f35b,d216366165d24443b06fe355bef4cb4c26b2aecd7906aa974c2d4f40a515a90a,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/event/k05_s3/witness.json
k05_s3,5,uniform_10_10,uniform,10.0,10,5.145945820945944,True,,6,12,False,censored_after_sandwich_and_arcflow,,6,12,False,12,False,,,,,46401,True,certified,1721,5120.213724736008,1296.87109375,none,True,26c4c8bdd0a0e74a6f38a7cdfdb25fb1c92c23608409fd6994a4e0d72206530d,c6ecccdc00a7b910511984a2a6b73f21b4ee7923a1f60744027750a9c6610a39,04eba9c9ab2567cfb978f735c009f15ceb164f5126e94f8b8f24a9fdeaa2bb49,
k05_s3,5,uniform_4_5,uniform,4.0,5,4.999999875000094,True,,5,22,False,censored_after_sandwich_and_arcflow,,6,22,False,22,False,,,,,44349,True,certified,1614,6885.568752708903,2120.33203125,none,True,22f6a2fefcb58e49e3e87f989c24ab8a3215f490e4d9ae7ab451babd1cd0b870,1c734c5d97ae7cbaab3353f6c2d2445b6f04187a5eac750ad136631834790fcf,84e7ebbc19c718bc2e719d1e3dcf65c11a7cc60b62d7db4d68dd13993a698d12,
k05_s3,5,uniform_2_5,uniform,2.0,5,4.999999874999739,True,,5,25,False,censored_after_sandwich_and_arcflow,,6,25,False,25,False,,,,,41712,True,certified,1522,8880.121213165607,2633.9453125,none,True,f5410cec194fc3dedb217fc54422cde1c2dd006d29be06ca561b5d9097b2ef3a,792f1264a3e17d3570bcd263ec9b1aa5ba7e2b4899edf1302fa4ee03ff0cc0c6,f2a572948b1afaec55951ceb88003f1682cb3fe9d01760409cac6a9bc8ca7741,
k05_s3,5,uniform_2_2,uniform,2.0,2,4.999999874999546,True,5,5,5,True,industrial_uniform_partition_sandwich,,6,9,False,9,False,0,1.2500045443175622e-07,,,36412,True,certified,1445,15423.859545903222,4811.9765625,none,True,41660e0df60d14ec50e770ff6f59316e644d7711b0e382880711e912e9eb5efb,f3b23c1e51e10708c0daf0d6f9e58ca4c0b2fb82cf4cba2d508b1440f945c783,56a873cdc8d47081028be1aee9cea4631f4f9d00ad9d1901a62823dcce60fe76,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/uniform/k05_s3/uniform_2_2/witness-v2.json
k05_s3,5,uniform_2_1,uniform,2.0,1,4.99999987501149,True,5,5,5,True,industrial_uniform_partition_sandwich,,6,22,False,22,False,0,1.249885102083681e-07,,,34475,True,certified,1621,30207.91665050492,8610.26171875,none,True,ef6bba675b05c0074c1c5863255551f5625aae90376cecfc8a5ca3c664ff263e,89dce8946b5ff4c5bd7aa8da619f3af0b0a3add7672dd7bf20b419fb968d4647,6dc1d5edba5444b1b315335a1e12710b71e27f734e4a40ea5084d2af8b31362d,/tmp/evsp-event-uniform-envelope-c08df1a5277b/panel_a/model_witness/uniform/k05_s3/uniform_2_1/witness-v2.json
