chain,target_k,buses,cg_minutes_at_this_k,source_path,source_sha256,fleet_proven_in_pool,physical_route_replay,source_campaign
1,17,17,83.26131981393944,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k17/mip/133912_r0/result.json,a353d66c8fbd42cf7603ea19bc0dada943a92d1d238ff31a40f96f6db4781ebd,True,True,chain extension
2,16,16,44.28484435174226,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k16/mip/133930_r0/result.json,9b1b134620d681d83f606334d2c7fe9a7acc5fb5602e05e443841d39dfaa3fa0,True,True,chain extension
3,18,18,48.15024766811015,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k18/mip/133954_r0/result.json,dd60029136e34e2fc5fb4b2336b81c9bc84f9614b3d733be16afda6701140ced,True,True,chain extension
4,17,17,77.7171644435885,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k17/mip/133972_r0/result.json,a11d4fb234df2c190a4d2bf2d598fbfc74bd428a18dc0fc5f5402efa2d072beb,True,True,chain extension
5,18,18,50.46649903829675,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k18/mip/133994_r0/result.json,062f872d7818b2e3c1c34b565e24fa50ec8393f14df6b3515f0c818038f78621,True,True,chain extension
6,17,17,55.71042322766346,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k17/mip/134064_r0/result.json,741dda3b3b4a95bb305796a05c175781752f3bfd1d10387d4c8176e24882543b,True,True,chain extension
