experiment,case_arm,fleet_buses,fleet_bound,fleet_proven,fleet_termination,fleet_seconds,fleet_nodes,fleet_proof_line,charging_termination,charging_cost,charging_bound,charging_gap_percent,charging_seconds,charging_proof_line,final_buses,physical_replay_validated,duplicate_trip_removal_validated,shared_capacity_validated,source_cg_path,source_cg_sha256,source_journal_path,source_journal_sha256,execution_commit,local_log,remote_log,log_sha256
c1_followup,628441_r0,8,8.0,True,Optimal solution found (tolerance 1.00e-04),11.43,1,72,Optimal solution found (tolerance 1.00e-04),447.44,447.44,0.0,1577.25,314,8,True,False,False,/home/nc437/ladder-lite/diving_pricing_20260919/results/c1_k08/treatment/586633_r0/dive/cg.json,8343ffa5b0d585e39034f68396f14cd857626e97e29188c0ba525659699673d8,/home/nc437/ladder-lite/diving_pricing_20260919/results/c1_k08/treatment/586633_r0/dive/cg.json.columns.jsonl,f4ce8dc44cc62a733449fa34cd74be93512edb4ecdb1edbcb9dd776a39dbc254,a3392e2c8f6722da9538d88a34bab7ef85f7cc72,/Users/nadan/Documents/projects/demandresponse/outputs/week_20260921/evidence/c1_followup/628441_r0/gurobi.log,/home/nc437/ladder-lite/research_execution_20260921/c1_followup/628441_r0/gurobi.log,040a81d9e5dbf06adbd2196bcd9453c0d04a7e2d99cdcf96db006221d28369cf
