chain,target_k,buses,cg_minutes_at_this_k,source_path,source_sha256,fleet_proven_in_pool,physical_route_replay,source_campaign
1,17,17,83.26131981393944,/home/nc437/ladder-lite/chain_extension_20260913/cases/w1_k17/mip/133912_r0/result.json,a353d66c8fbd42cf7603ea19bc0dada943a92d1d238ff31a40f96f6db4781ebd,True,True,chain extension
2,16,16,44.28484435174226,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k16/mip/133930_r0/result.json,9b1b134620d681d83f606334d2c7fe9a7acc5fb5602e05e443841d39dfaa3fa0,True,True,chain extension
3,18,18,48.15024766811015,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k18/mip/133954_r0/result.json,dd60029136e34e2fc5fb4b2336b81c9bc84f9614b3d733be16afda6701140ced,True,True,chain extension
4,15,15,64.42514016390778,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c4_k15/mip_warm/135664_r0/result.json,f82868a317863b9700fce9260c90d7943b203c885fced175f6fddf8fe2efd083,True,True,matched warm k15 reference
5,16,16,77.151371083525,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k16/mip/133990_r0/result.json,a02f7875155df5fada8da806caa6403eefd9304f73696461f8cb42de3ff74ca2,True,True,chain extension
6,15,15,64.02894358882138,/home/nc437/ladder-lite/cumulative_budget_20260913/cases/c6_k15/mip_warm/135707_r0/result.json,4ff740dee52be86781cba7095797b2c0e955e41b75cecb684ae5095883be4759,True,True,matched warm k15 reference
