case_id,chain,target_k,buses,pool_fleet_bound,fleet_proven_in_pool,physical_route_replay,cg_minutes_at_this_k,source_path,source_sha256,snapshot_path,snapshot_sha256
w2_k19,2,19,20,19.00000000000001,False,True,95.69782099976825,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k19/mip/133936_r0/result.json,fc1f2a0831a059414e6e6cf5277397aa895c2254275c9fb487758aaf7295318f,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k20,2,20,21,20.000000000000007,False,True,67.81102417637594,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k20/mip/133938_r0/result.json,51aec9eaf9299a4d76cfeab92a069596da463fe3215d6bff56f478588dce4b01,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k21,2,21,21,21.0,True,True,79.71300590212923,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k21/mip/133940_r0/result.json,6e9a4532459f87c518188998368e5c3d242ec029c250bf74ef71f121672eedb0,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k22,2,22,22,22.0,True,True,86.26264341683127,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k22/mip/133942_r0/result.json,a6cc1ae9b705f12896642d42e258a81883490229767d1e3b1e42f4ceaa1dcf43,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k23,2,23,25,23.000000000000007,False,True,212.6080468517961,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k23/mip/133944_r0/result.json,43fe976bd8fc5f635ce59b7530c1c379f933c5ad97268cea08c890fdfa4df53c,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k24,2,24,25,24.000000000000025,False,True,67.23676231859717,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k24/mip/133946_r0/result.json,c10622daeaee98931e61b37337f259552474a5a5c6ea44f670049fdbe24917ad,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k25,2,25,26,25.000000000000004,False,True,102.80328956954958,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k25/mip/133948_r0/result.json,7630ce663acd7fbf27314f33fd66691bdfef9c3d41b414109f5d155ccfaa9b00,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k16,3,16,16,16.0,True,True,47.11864920204971,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k16/mip/133950_r0/result.json,e2fd3226ad76ed76a0909410fc45f2b529c842949f9a85d75868458182b9897b,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k17,3,17,17,17.0,True,True,32.014535494924836,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k17/mip/133952_r0/result.json,61f670656937f6e875c9db7d49461647f7faa3ef07420e99b587e1488c875d79,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k18,3,18,18,18.0,True,True,48.15024766811015,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k18/mip/133954_r0/result.json,dd60029136e34e2fc5fb4b2336b81c9bc84f9614b3d733be16afda6701140ced,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k19,3,19,20,19.000000000000004,False,True,82.62754838532614,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k19/mip/133956_r0/result.json,829d04d22bdb86125ba5b6a2bf732952f11044c45b2fc297657e2ce522842258,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k20,3,20,21,20.0,False,True,64.15508412957813,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k20/mip/133958_r0/result.json,e8dc643be57ef66022fcfeb86559c9ef54fac80c2a3f9a4ee70ea4873d3aacd2,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k21,3,21,22,21.000000000000068,False,True,208.5119645375448,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k21/mip/133960_r0/result.json,b461301141ab5f3b5ae0779ee8784b502de66a6225135744fd2c4a6874a33898,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k22,3,22,23,22.000000000000025,False,True,76.06953830669323,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k22/mip/133962_r0/result.json,356ece4bbf3cd1f62621e8ddf4613bddb1c40cbfa6b44d0abbf9425f561677d0,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k23,3,23,24,23.000000000000057,False,True,77.8554851539433,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k23/mip/133964_r0/result.json,62c116cd2d6884f4f6a89ad4afaece5d4c595fa5706a397d9b1c914f4b7092bf,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k24,3,24,24,24.0,True,True,92.5383288797612,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k24/mip/133966_r0/result.json,0a79fea524b1fff3136154abd8cc640cbf3f3fdb94cd6a4d0cd7d46b47f0c9aa,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k25,3,25,26,25.000000000000025,False,True,117.53101544869132,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k25/mip/133968_r0/result.json,ed2dc3749aff109f27d1f591c2dc5be872ba54d6bd930f9edadae6883ef89461,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k16,4,16,16,16.0,True,True,102.55466983000515,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k16/mip/133970_r0/result.json,ea51889c1b88fd6378067ae5b5953047095a53d786040517a5b81e8b5137354b,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k17,4,17,17,17.0,True,True,77.7171644435885,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k17/mip/133972_r0/result.json,a11d4fb234df2c190a4d2bf2d598fbfc74bd428a18dc0fc5f5402efa2d072beb,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k18,4,18,18,18.0,True,True,68.93730294267492,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k18/mip/133974_r0/result.json,8448fb6cb184b191c34265147c97315b20651c25e89e421a5be3b53e792b1928,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k19,4,19,19,19.0,True,True,239.14683105872246,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k19/mip/133976_r0/result.json,eadbb989fdfc692067bc20370c0dc8fa8ae268ebe2c200a54b8b4792adad29a0,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k20,4,20,20,20.0,True,True,79.3658609316762,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k20/mip/133978_r0/result.json,3b803b1aabd3d1ca4300db46974bd9d4e72f4430f618eee77505a68d6d1d49b3,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k21,4,21,22,21.000000000000124,False,True,239.36974576703116,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k21/mip/133980_r0/result.json,bc5c4c38964caba46ec2243673bf205a42f51bfad7c429824b112577f1c7c124,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k22,4,22,23,22.000000000000114,False,True,139.9840458311606,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k22/mip/133982_r0/result.json,3bab2bb31131d4e1d79f5029244334cb736dd1a43ca4ba7673204412bc4c303a,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k23,4,23,23,23.0,True,True,219.63750793690173,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k23/mip/133984_r0/result.json,6a8ecdfa525d9a1e9ea576e9a881e93c1ccbe6b8432e5301f6fb13916b1ef00f,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k16,5,16,16,16.0,True,True,77.151371083525,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k16/mip/133990_r0/result.json,a02f7875155df5fada8da806caa6403eefd9304f73696461f8cb42de3ff74ca2,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k17,5,17,17,17.0,True,True,80.38644854561426,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k17/mip/133992_r0/result.json,fd8ddb032dd6fa856fbab9a479501286288e68e5651a3f2d5f3e370003b8425e,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k18,5,18,18,18.0,True,True,50.46649903829675,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k18/mip/133994_r0/result.json,062f872d7818b2e3c1c34b565e24fa50ec8393f14df6b3515f0c818038f78621,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k19,5,19,20,19.0,False,True,239.34077811311,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k19/mip/133996_r0/result.json,519471dff75168b47d7f91a62bcf76f7d0c1174148c81ceac0114b1eb0104ae7,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k20,5,20,20,20.0,True,True,217.6830923978084,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k20/mip/134050_r0/result.json,b9deb9fddd1fa5af54f6628c8973b129c906d5194106c838e4f5fba4a8b1538c,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k21,5,21,21,21.0,True,True,239.60209386269563,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k21/mip/134052_r0/result.json,eebe76c8dc7eab0306126af152587214b2b92ea1174b37d293193299838ec107,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k22,5,22,22,22.0,True,True,239.40370338792758,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k22/mip/134054_r0/result.json,2488cd83a70ed23d8962d7ab2dcdfdb79c8eb475fc6a09b1b327dbcca3cb016d,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k23,5,23,23,23.0,True,True,185.8667054862172,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k23/mip/134056_r0/result.json,75d1f4d9a872ce04fe708b799721d61bfefb471669ebcbdb61934f331bd2901e,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k16,6,16,16,16.0,True,True,73.8678514350516,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k16/mip/134062_r0/result.json,03a362f2fc30906dfac64a5f8305ba71103406ff2d04a4984759984fe6a5fee9,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k17,6,17,17,17.0,True,True,55.71042322766346,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k17/mip/134064_r0/result.json,741dda3b3b4a95bb305796a05c175781752f3bfd1d10387d4c8176e24882543b,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k18,6,18,19,18.00000000000004,False,True,150.56472540087998,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k18/mip/134066_r0/result.json,fd996be14dc52e9801f002c2af01c2974a931bb430f7eb135784334ca7ed3958,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k19,6,19,19,19.0,True,True,61.2120295266388,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k19/mip/134068_r0/result.json,94fb83297fa3e212a5b1e29c17bb878dcc0b7201279db2223d29ba27cf09e7a8,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k20,6,20,20,20.0,True,True,79.6234048834575,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k20/mip/134070_r0/result.json,46d39909f8039564204c013a22601d442d77ebbdc05c89acf1a2dbd284b19934,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k21,6,21,21,21.0,True,True,151.76634560463717,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k21/mip/134072_r0/result.json,f9058bc68cdf9a381d75c453845dde315e068d3c964cc1bc426338b2941c90fe,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k22,6,22,22,22.0,True,True,115.0787600979403,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k22/mip/134074_r0/result.json,d5347feb230611f77e8ed6d96ef05a66a95f7f6cf41a80de1dad6ad9bb1a4f13,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k23,6,23,24,23.0,False,True,213.78381406356348,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k23/mip/134076_r0/result.json,b03de083b1fd186d258f10a0127fbbc760b0ad1b167aefd63661b2839d908397,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k24,6,24,24,24.0,True,True,171.5748382798241,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k24/mip/134078_r0/result.json,bafc789d346c301faf290748f97dbc94079eef15fc2aa54fd9f1e0c8ce4bf127,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
