case_id,chain,target_k,cg_minutes_at_this_k,pricing_certified,stop_reason,iterations,weighted_rmp_objective,fractional_route_weight,last_min_reduced_cost,source_path,source_sha256,snapshot_path,snapshot_sha256
w2_k19,2,19,95.69782099976825,True,certified,220,1900750.4918483591,19.000000000000085,-9.328166372668534e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k19/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k20,2,20,67.81102417637594,True,certified,110,2000806.3818165213,19.999999999999897,-1.798681736886465e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k20/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k21,2,21,79.71300590212923,True,certified,136,2100861.3026837367,20.999999999999943,-1.4717325136359705e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k21/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k22,2,22,86.26264341683127,True,certified,118,2200928.1186187225,22.000000000000234,-3.529080760955594e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k22/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k23,2,23,212.6080468517961,True,certified,338,2300978.020775146,23.000000000000437,-1.8325368023042188e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k23/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k24,2,24,67.23676231859717,True,certified,79,2401018.9193913443,23.999999999999822,-6.521940321135844e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k24/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w2_k25,2,25,102.80328956954958,True,certified,117,2501068.87214004,25.00000000000041,-1.3831431511235337e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w2_k25/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k16,3,16,47.11864920204971,True,certified,341,1600580.7907903567,15.999999999999963,-9.873933748005825e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k16/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k17,3,17,32.014535494924836,True,certified,175,1700643.357469441,17.00000000000036,-5.547249620629913e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k17/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k18,3,18,48.15024766811015,True,certified,270,1800689.8350047814,18.00000000000044,-4.693786426201996e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k18/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k19,3,19,82.62754838532614,True,certified,428,1900714.5692811017,19.000000000000142,-5.026505112848412e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k19/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k20,3,20,64.15508412957813,True,certified,166,2000780.1004924162,19.99999999999998,-4.552892018949706e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k20/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k21,3,21,208.5119645375448,True,certified,553,2100846.379779231,21.000000000000288,-6.0638891976161347e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k21/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k22,3,22,76.06953830669323,True,certified,129,2200899.3664887524,22.00000000000019,-5.3396829180485383e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k22/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k23,3,23,77.8554851539433,True,certified,130,2300945.26694009,23.000000000000416,-1.8309063776200674e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k23/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k24,3,24,92.5383288797612,True,certified,192,2400984.3039614363,24.000000000000398,-9.109958009778651e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k24/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w3_k25,3,25,117.53101544869132,True,certified,137,2501050.534125112,24.999999999999968,-9.408558510060061e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w3_k25/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k16,4,16,102.55466983000515,True,certified,517,1600712.3734439802,16.000000000000295,-7.156916029726901e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k16/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k17,4,17,77.7171644435885,True,certified,277,1700779.1686177808,17.000000000000078,-9.283480650879028e-09,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k17/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k18,4,18,68.93730294267492,True,certified,267,1800795.6604092887,17.999999999999783,-1.4539709880523333e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k18/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k19,4,19,239.14683105872246,False,wall_limit,565,1900863.0783518585,19.00000000000035,-0.003185266591251068,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k19/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k20,4,20,79.3658609316762,True,certified,157,2000918.6508342363,19.999999999999904,-1.0063964328566044e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k20/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k21,4,21,239.36974576703116,False,wall_limit,567,2100964.86399247,21.000000000000092,-0.007781781632115292,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k21/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k22,4,22,139.9840458311606,True,certified,351,2200956.220578898,21.999999999999705,-7.436590188092396e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k22/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k23,4,23,219.63750793690173,True,certified,325,2301002.576455984,22.999999999999527,-5.400504058350464e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k23/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w4_k24,4,24,177.5434703244362,True,certified,215,2401067.2498363955,23.999999999999844,-6.672544679542369e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w4_k24/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k16,5,16,77.151371083525,True,certified,653,1600718.3061523081,16.000000000000234,-4.5430477157992755e-09,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k16/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k17,5,17,80.38644854561426,True,certified,312,1700742.0312144484,16.99999999999993,-8.736641632367537e-09,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k17/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k18,5,18,50.46649903829675,True,certified,173,1800795.4846392954,18.00000000000037,-1.1439190927831078e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k18/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k19,5,19,239.34077811311,False,wall_limit,648,1900861.5512499572,19.000000000000163,-0.08846312908986675,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k19/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k20,5,20,217.6830923978084,True,certified,587,2000913.6459635885,19.999999999999932,-1.2241556657244246e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k20/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k21,5,21,239.60209386269563,False,wall_limit,496,2100956.5380316214,21.00000000000002,-0.058611367303782025,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k21/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k22,5,22,239.40370338792758,False,wall_limit,541,2200985.033115835,21.999999999999897,-0.013743035324294883,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k22/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w5_k23,5,23,185.8667054862172,True,certified,371,2300979.8709230213,22.999999999999652,-1.813354309465609e-05,/home/nc437/ladder-lite/chain_extension_20260913/cases/w5_k23/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k16,6,16,73.8678514350516,True,certified,353,1600662.900496011,15.999999999999984,-4.187603597216594e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k16/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k17,6,17,55.71042322766346,True,certified,151,1700710.7350462668,17.00000000000005,-4.626288330200623e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k17/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k18,6,18,150.56472540087998,True,certified,476,1800738.9623475797,17.999999999999748,-5.3905995223146874e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k18/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k19,6,19,61.2120295266388,True,certified,175,1900784.7070598905,19.00000000000018,-3.851877128369097e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k19/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k20,6,20,79.6234048834575,True,certified,254,2000830.867084454,19.999999999999712,-2.504604168507285e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k20/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k21,6,21,151.76634560463717,True,certified,531,2100851.1302987584,20.99999999999962,-3.98368933396398e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k21/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k22,6,22,115.0787600979403,True,certified,313,2200904.526972498,22.00000000000021,-1.9268228790281228e-08,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k22/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k23,6,23,213.78381406356348,True,certified,531,2300948.4982137107,23.000000000000377,-1.7644482497303215e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k23/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
w6_k24,6,24,171.5748382798241,True,certified,309,2400964.8932231884,24.000000000000046,-2.397737817183554e-07,/home/nc437/ladder-lite/chain_extension_20260913/cases/w6_k24/cg.json,,outputs/post_meeting_20260910/monitor/20260914T172907Z.json,4b6cb1dffd1c036d3c28c63be985602d0e72fecdf190c7bf91c755ce341c6c04
