elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
10.26,1,63600000.000000,636.000000000,0.000000,-6399897.624000,636
10.90,2,57200102.376000,572.000000000,0.000000,-5499904.528000,666
11.56,3,54500148.356000,545.000000000,0.000000,-5399911.016000,696
12.25,4,53150170.602000,531.500000000,0.000000,-5549934.750000,726
12.97,5,53020174.753600,530.200000000,0.000000,-6099884.648000,756
13.66,6,51860195.633600,518.600000000,0.000000,-4599903.040000,786
14.36,7,51300214.166667,513.000000000,0.000000,-5699895.600000,816
15.09,8,50759053.046118,507.588235294,0.000000,-5782200.499765,846
15.81,9,50151525.321641,501.512820513,0.000000,-5399898.576000,876
16.72,10,49890248.518400,498.900000000,0.000000,-4799925.600000,906
17.46,11,49820840.361412,498.205882353,0.000000,-5546932.872941,936
18.22,12,49721132.457055,497.208791209,0.000000,-5799870.720000,966
18.99,13,49411368.584711,494.111111111,0.000000,-5199902.384000,996
19.79,14,49373219.902122,493.729591837,0.000000,-5385936.935837,1026
20.59,15,49152647.617356,491.523809524,0.000000,-5180019.189392,1056
21.35,16,48879690.819059,488.794117647,0.000000,-5646959.251294,1086
22.20,17,48779668.559053,487.793893130,0.000000,-5599867.624000,1116
22.99,18,48680857.697266,486.805755396,0.000000,-5353505.159914,1146
23.80,19,48569576.237273,485.692904656,0.000000,-5199904.528000,1176
24.61,20,48449005.597468,484.487179487,0.000000,-5107871.286772,1206
25.43,21,48335465.140276,483.351745883,0.000000,-5289082.544751,1236
26.25,22,48210333.048523,482.100379726,0.000000,-5107576.299772,1266
27.11,23,48095503.472581,480.952048768,0.000000,-5502781.733675,1296
27.97,24,47846260.653201,478.459518358,0.000000,-4948279.649725,1326
28.79,25,47731431.440512,477.311219244,0.000000,-4975516.748477,1356
29.70,26,47517174.075996,475.168565427,0.000000,-4815231.501887,1386
30.52,27,47330473.631702,473.301468181,0.000000,-4906785.518527,1416
31.57,28,47152167.028574,471.518314296,0.000000,-5033382.199077,1446
32.44,29,46985875.908675,469.855345362,0.000000,-4891398.180381,1476
33.31,30,46770475.206588,467.701273881,0.000000,-4871713.276110,1506
34.20,31,46639500.902383,466.391532581,0.000000,-4901191.334276,1536
35.08,32,46393493.428746,463.931387302,0.000000,-4579719.782439,1566
35.99,33,46158434.464908,461.580709933,0.000000,-4809735.785095,1596
36.84,34,45848488.820345,458.481143768,0.000000,-4648795.544497,1626
37.76,35,45676646.360118,456.762656433,0.000000,-4658823.568069,1656
38.66,36,45458203.139175,454.578120447,0.000000,-4934215.181980,1686
39.56,37,45173657.366071,451.732554542,0.000000,-4969148.143793,1716
40.48,38,45011977.185406,450.115683047,0.000000,-4739884.936008,1746
41.44,39,44862259.876550,448.618476652,0.000000,-4559620.228608,1776
42.37,40,44720936.084978,447.205158579,0.000000,-4647644.041201,1806
43.32,41,44576109.809074,445.756863153,0.000000,-4436971.685324,1836
44.26,42,44471375.693084,444.709488743,0.000000,-4584534.154363,1866
45.26,43,44375698.436062,443.752679569,0.000000,-4597358.904827,1896
46.28,44,44186790.988156,441.863491988,0.000000,-4483977.631995,1926
47.27,45,44113033.519047,441.125935096,0.000000,-4196595.610959,1956
48.48,46,43967054.558937,439.666088176,0.000000,-4482637.588252,1986
49.48,47,43805612.065087,438.051617317,0.000000,-4453522.799521,2016
50.53,48,43651872.764325,436.514157535,0.000000,-4537164.476709,2046
51.52,49,43587479.838826,435.870192680,0.000000,-4521569.314248,2076
52.58,50,43475357.021272,434.748951052,0.000000,-4482525.663045,2106
53.58,51,43310435.458799,433.099661184,0.000000,-4445546.246121,2136
54.61,52,43200666.216602,432.001930293,0.000000,-4387763.273837,2166
55.67,53,43126596.763543,431.261193639,0.000000,-4485715.752219,2196
56.80,54,43056120.145540,430.556396867,0.000000,-4368846.078720,2226
57.83,55,42985406.485309,429.849236503,0.000000,-4216156.900398,2256
58.89,56,42841743.281877,428.412580161,0.000000,-4258266.558878,2286
59.99,57,42616999.354425,426.165075885,0.000000,-4339756.446797,2316
61.08,58,42497298.760770,424.968025991,0.000000,-4271349.214439,2346
62.15,59,42372826.546510,423.723287129,0.000000,-4445431.419313,2376
63.35,60,42264158.749133,422.636571213,0.000000,-4428169.050268,2406
64.51,61,42201098.380487,422.005954170,0.000000,-4061363.194583,2436
