elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
0.51,1,2900000.000000,29.000000000,0.000000,-1399943.336000,29
0.59,2,1500056.664000,15.000000000,0.000000,-1099963.216000,34
0.66,3,400093.448000,4.000000000,0.000000,-399978.096000,38
0.74,4,400093.448000,4.000000000,0.000000,-400047.616000,59
0.82,5,400093.448000,4.000000000,0.000000,-600009.344000,63
0.90,6,400093.448000,4.000000000,0.000000,-699930.776000,73
1.00,7,366766.873778,3.666666667,0.000000,-866630.967111,86
1.08,8,280106.495200,2.800000000,0.000000,-120008.380800,90
1.19,9,280106.495200,2.800000000,0.000000,-286653.382133,96
1.27,10,280106.495200,2.800000000,0.000000,-219980.584800,105
1.36,11,272836.786182,2.727272727,0.000000,-309023.015273,116
1.45,12,269673.487652,2.695652174,0.000000,-169560.159652,122
1.55,13,262608.481000,2.625000000,0.000000,-68723.243500,142
1.66,14,257517.941481,2.574074074,0.000000,-112892.631259,159
1.75,15,255409.256546,2.552962298,0.000000,-67993.806334,163
1.85,16,253960.230769,2.538461538,0.000000,-75803.914022,166
1.93,17,248530.470166,2.484076433,0.000000,-89133.614726,168
2.02,18,247334.491539,2.472118959,0.000000,-146061.105755,184
2.12,19,240528.929859,2.404040404,0.000000,-53512.514263,198
2.22,20,238993.040553,2.388689408,0.000000,-48560.195813,208
2.32,21,237374.464031,2.372549020,0.000000,-41198.074729,215
2.42,22,234736.970462,2.346153846,0.000000,-42913.272392,221
2.52,23,233835.385491,2.337121212,0.000000,-28025.980727,224
2.62,24,231158.379310,2.310344828,0.000000,-31984.724195,233
2.72,25,230760.580715,2.306354916,0.000000,-37863.785400,236
2.81,26,230343.135751,2.302180685,0.000000,-42321.520723,239
2.91,27,227905.482952,2.277777778,0.000000,-27752.113810,247
3.00,28,227787.254695,2.276595745,0.000000,-18398.598241,251
3.09,29,227628.019400,2.275000000,0.000000,-23035.624080,254
3.19,30,226680.002086,2.265520535,0.000000,-22219.164309,258
3.32,31,226044.276105,2.259162304,0.000000,-13858.774157,263
3.42,32,224948.699190,2.248192771,0.000000,-21417.440077,267
3.51,33,223984.201982,2.238532110,0.000000,-30245.765284,270
3.60,34,223660.807843,2.235294118,0.000000,-17647.683216,274
