elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
12.29,1,71400000.000000,714.000000000,0.000000,-6699910.600000,714
13.04,2,64700089.400000,647.000000000,0.000000,-6199878.160000,744
13.82,3,61700155.796000,617.000000000,0.000000,-5999894.112000,774
14.59,4,60866835.309333,608.666666667,0.000000,-6399908.576000,804
15.38,5,59200199.322857,592.000000000,0.000000,-5999906.552000,834
16.22,6,58967849.563059,589.676470588,0.000000,-6399907.088000,864
17.03,7,58734985.401739,587.347826087,0.000000,-5869451.363478,894
17.93,8,58734985.401739,587.347826087,0.000000,-6269464.875478,924
19.00,9,58020807.917176,580.205882353,0.000000,-6052839.545882,954
19.86,10,57327273.503691,573.270386266,0.000000,-6177569.122541,984
20.72,11,57069976.178526,570.697368421,0.000000,-5699900.600000,1014
21.60,12,56296406.672615,562.961538462,0.000000,-5999893.576000,1044
22.50,13,55743120.464000,557.428571429,0.000000,-5840350.352000,1074
23.38,14,55382090.236364,553.818181818,0.000000,-5899926.848000,1104
24.28,15,55076275.982480,550.760000000,0.000000,-5999875.600000,1134
25.24,16,54814468.305993,548.141868512,0.000000,-5873253.321135,1164
26.15,17,54593527.540000,545.932432432,0.000000,-5799889.112000,1194
27.07,18,54411241.867492,544.109523810,0.000000,-5699928.724000,1224
28.05,19,54147619.052317,541.473244147,0.000000,-5608969.549431,1254
29.03,20,53941765.595577,539.414641617,0.000000,-5808531.487481,1284
29.99,21,53793582.244571,537.932773109,0.000000,-5896172.221388,1314
30.92,22,53598874.726931,535.985656745,0.000000,-5499893.576000,1344
31.88,23,53495301.348574,534.949900512,0.000000,-5763604.110640,1374
32.82,24,53272923.019016,532.726063837,0.000000,-5717163.573965,1404
33.85,25,53097700.405582,530.973749986,0.000000,-5708520.683128,1434
35.04,26,52871276.988340,528.709477068,0.000000,-5650817.985636,1464
36.02,27,52555738.105885,525.553969542,0.000000,-5301084.338202,1494
37.07,28,52348826.326621,523.484784077,0.000000,-5395594.690767,1524
38.05,29,52102877.002502,521.025193117,0.000000,-5479840.915539,1554
39.03,30,51741685.805306,517.413192585,0.000000,-5390115.675141,1584
40.05,31,51595332.287075,515.949612473,0.000000,-5368408.439991,1614
41.07,32,51456979.998191,514.566046940,0.000000,-5203467.726414,1644
42.07,33,51309274.222618,513.088952357,0.000000,-5267699.124027,1674
43.13,34,51100945.447922,511.005589779,0.000000,-5317834.325780,1704
44.17,35,50912123.844132,509.117294506,0.000000,-5199886.672000,1734
45.22,36,50757387.966820,507.569901389,0.000000,-5119605.312503,1764
46.29,37,50653369.727940,506.529697261,0.000000,-5217082.173076,1794
47.36,38,50535722.650636,505.353191360,0.000000,-5199879.112000,1824
48.42,39,50348253.507748,503.478426931,0.000000,-5271965.095298,1854
49.47,40,50220899.366071,502.204847481,0.000000,-5188257.320926,1884
50.54,41,50010446.407361,500.100254885,0.000000,-5127333.765133,1914
51.66,42,49829348.467330,498.289191061,0.000000,-5421081.783282,1944
52.76,43,49610636.629493,496.101998664,0.000000,-5134390.128794,1974
54.04,44,49506718.586305,495.062796023,0.000000,-4924649.761132,2004
55.15,45,49330761.802581,493.303175891,0.000000,-5021181.091196,2034
56.29,46,49179766.372542,491.793200211,0.000000,-4999599.898694,2064
57.44,47,48935864.856413,489.354079837,0.000000,-5007639.224114,2094
58.62,48,48825983.354823,488.255249508,0.000000,-4759846.050813,2124
59.76,49,48541376.610831,485.409104109,0.000000,-4840080.589781,2154
61.04,50,48398996.046309,483.985236121,0.000000,-4996063.714401,2184
62.25,51,48275439.200055,482.749610046,0.000000,-5031022.020642,2214
63.52,52,48179835.438266,481.793556581,0.000000,-4603689.783812,2244
64.71,53,48085720.470028,480.852375561,0.000000,-4772853.089394,2274
65.99,54,47934799.155072,479.343117081,0.000000,-4624412.745910,2304
67.26,55,47807854.679365,478.073628078,0.000000,-4653509.778626,2334
68.55,56,47705048.237290,477.045526759,0.000000,-4870804.628644,2364
69.74,57,47464510.198396,474.640015273,0.000000,-4872852.452869,2394
70.98,58,47280613.311448,472.800957613,0.000000,-4931619.135368,2424
72.21,59,47124333.112342,471.238107912,0.000000,-4724735.512041,2454
73.48,60,46909670.762726,469.091421065,0.000000,-4677929.874423,2484
74.73,61,46781978.411258,467.814446655,0.000000,-4666764.147981,2514
75.98,62,46670414.232742,466.698756196,0.000000,-4730664.387482,2544
77.48,63,46508881.519065,465.083354941,0.000000,-4698813.071840,2574
78.86,64,46414589.260780,464.140406782,0.000000,-4617768.115460,2604
80.15,65,46307129.390508,463.065775927,0.000000,-4563683.712203,2634
81.44,66,46239535.631943,462.389831646,0.000000,-4742309.067119,2664
82.87,67,46173331.924846,461.727771573,0.000000,-4456248.639745,2694
84.36,68,46044752.984108,460.441950335,0.000000,-4708425.080331,2724
85.77,69,45820225.826480,458.196612522,0.000000,-4947135.312032,2754
