elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
1.33,1,10100000.000000,101.000000000,0.000000,-3499917.504000,101
1.52,2,6600082.496000,66.000000000,0.000000,-2599917.504000,117
1.68,3,4000169.992000,40.000000000,0.000000,-1449973.900000,126
1.85,4,4000169.992000,40.000000000,0.000000,-1999966.192000,132
2.04,5,4000169.992000,40.000000000,0.000000,-2649835.752000,137
2.21,6,3683513.106667,36.833333333,0.000000,-1999940.360000,144
2.41,7,3581140.345524,35.809523810,0.000000,-2599917.504000,150
2.61,8,3548838.475676,35.486486486,0.000000,-2910707.842595,159
2.80,9,3309289.828364,33.090909091,0.000000,-2199931.432000,166
2.99,10,3248981.098341,32.487804878,0.000000,-2631623.107122,179
3.17,11,3120210.466400,31.200000000,0.000000,-1940014.224800,186
3.36,12,3056462.107000,30.562500000,0.000000,-2375009.748000,215
3.56,13,2992522.184821,29.923076923,0.000000,-2046059.256410,226
3.76,14,2992522.184821,29.923076923,0.000000,-2576859.802462,232
3.95,15,2972824.972839,29.726104418,0.000000,-2249707.459566,238
4.16,16,2950215.243000,29.500000000,0.000000,-1929313.600282,249
4.38,17,2928037.456109,29.278195489,0.000000,-2391314.163565,267
4.57,18,2895156.629955,28.949372385,0.000000,-2149154.553828,277
4.75,19,2882816.104363,28.825956810,0.000000,-2103192.495636,286
4.94,20,2834117.634433,28.338860104,0.000000,-2226928.716029,303
5.14,21,2800596.058439,28.003614458,0.000000,-2230422.271206,317
5.35,22,2770744.917176,27.705070573,0.000000,-2188557.538134,324
5.54,23,2740714.931353,27.404745420,0.000000,-2254485.245851,332
5.73,24,2704328.998332,27.040883445,0.000000,-1668750.108812,346
5.94,25,2693362.876100,26.931212781,0.000000,-1821165.710746,360
6.14,26,2677577.328703,26.773356979,0.000000,-2000120.255075,374
6.34,27,2657172.815838,26.569290496,0.000000,-1905909.140385,378
6.54,28,2649511.276086,26.492677929,0.000000,-1694518.717269,393
6.74,29,2642841.098771,26.425976441,0.000000,-2014360.719650,410
6.95,30,2629564.396744,26.293206721,0.000000,-1440178.402470,426
7.18,31,2618348.815996,26.181050724,0.000000,-1653587.888248,451
7.37,32,2610940.821443,26.106970810,0.000000,-1645866.269171,468
7.58,33,2596831.498335,25.965870310,0.000000,-1453144.934668,491
7.78,34,2590604.945943,25.903602156,0.000000,-1528207.087048,520
7.99,35,2583866.526231,25.836219959,0.000000,-1552700.465505,530
8.20,36,2573735.442150,25.734907828,0.000000,-1204165.421577,554
8.40,37,2560531.277220,25.602860449,0.000000,-1489422.921641,570
8.61,38,2551251.499969,25.510065841,0.000000,-1197854.165306,592
8.82,39,2546543.214134,25.462976195,0.000000,-1394382.028372,611
9.09,40,2523299.521031,25.230530047,0.000000,-1636862.392969,631
9.29,41,2515241.655875,25.149952766,0.000000,-1512271.582363,656
