elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
1.35,1,10500000.000000,105.000000000,0.000000,-4199915.064000,105
1.54,2,6300084.936000,63.000000000,0.000000,-1899909.528000,135
1.72,3,5716792.374667,57.166666667,0.000000,-1799884.648000,159
1.90,4,5392455.910769,53.923076923,0.000000,-1869181.859077,172
2.09,5,5373833.473263,53.736842105,0.000000,-2499935.360000,196
2.29,6,5191820.654667,51.916666667,0.000000,-2116634.242667,210
2.48,7,5064876.696235,50.647058824,0.000000,-2776315.338824,223
2.68,8,4727457.613091,47.272727273,0.000000,-2908917.012364,236
2.87,9,4606077.004235,46.058823529,0.000000,-2249940.092000,250
3.06,10,4522422.706311,45.222222222,0.000000,-2744318.948622,266
3.26,11,4368961.813167,43.687500000,0.000000,-2224994.019333,278
3.45,12,4196213.778240,41.960000000,0.000000,-2071831.879680,289
3.66,13,4144959.154947,41.447368421,0.000000,-2612513.148000,308
3.85,14,4085469.076459,40.852459016,0.000000,-1752423.368590,319
4.04,15,4026700.038588,40.264705882,0.000000,-1793951.417647,342
4.26,16,4026700.038588,40.264705882,0.000000,-2588704.034667,356
4.48,17,3995884.141913,39.956521739,0.000000,-2515018.703304,368
4.68,18,3946449.735395,39.462162162,0.000000,-2043982.087049,389
4.89,19,3924924.930300,39.246875000,0.000000,-2263444.928900,398
5.09,20,3911957.441981,39.117196702,0.000000,-2220769.136666,409
5.30,21,3885944.013197,38.857042480,0.000000,-1979860.478818,426
5.51,22,3873169.291046,38.729282730,0.000000,-2035647.652852,434
5.71,23,3861535.319107,38.612944162,0.000000,-1947413.937909,454
5.92,24,3847338.911352,38.470950704,0.000000,-2058103.629673,460
6.13,25,3815247.600019,38.150000000,0.000000,-1849898.834934,478
6.34,26,3774550.028638,37.743011280,0.000000,-1899926.432000,496
6.55,27,3748594.422038,37.483406615,0.000000,-1913518.910581,515
6.76,28,3696860.043990,36.966073645,0.000000,-1866787.453610,529
6.97,29,3667558.153514,36.673054722,0.000000,-1815693.022815,544
7.19,30,3650907.768831,36.506543495,0.000000,-1869420.305737,563
7.40,31,3613704.178013,36.134468240,0.000000,-1665030.523336,577
7.61,32,3584555.230892,35.842957323,0.000000,-1751547.685922,591
7.90,33,3455063.152394,34.547965597,0.000000,-2021325.503561,619
8.10,34,3428358.614204,34.280901580,0.000000,-1722332.999699,628
8.32,35,3398173.876132,33.979036145,0.000000,-1930113.499389,645
8.53,36,3375820.828232,33.755513168,0.000000,-1602838.134887,663
8.74,37,3325108.111095,33.248345808,0.000000,-1808131.036358,674
8.96,38,3254823.237091,32.545454545,0.000000,-2130221.458255,691
9.19,39,3228579.596226,32.283018868,0.000000,-1910106.174375,703
9.42,40,3214870.973211,32.145924630,0.000000,-1698887.449974,717
9.65,41,3205900.678454,32.056214465,0.000000,-1757582.267670,746
9.86,42,3197570.401743,31.972911293,0.000000,-1809774.231908,770
10.08,43,3170274.622411,31.699937173,0.000000,-1583465.782341,790
10.31,44,2992390.622247,29.920905884,0.000000,-1625664.097092,807
10.53,45,2885253.438891,28.849495293,0.000000,-1503971.323733,830
10.74,46,2831752.504380,28.314469304,0.000000,-1605613.774521,843
10.97,47,2784784.533053,27.844800441,0.000000,-1411688.190086,863
11.19,48,2769590.081676,27.692822699,0.000000,-1287261.767841,884
11.41,49,2726554.531234,27.262446210,0.000000,-1714831.173056,912
11.60,50,2717605.179142,27.172953209,0.000000,-1575533.095593,937
11.84,51,2710838.279017,27.105285930,0.000000,-1379859.248006,967
12.07,52,2627741.273974,26.274260640,0.000000,-1461711.876740,992
12.28,53,2585903.393151,25.855847084,0.000000,-1495212.407729,1007
12.51,54,2570182.551702,25.698639543,0.000000,-1506040.030175,1037
12.75,55,2540205.400361,25.398848344,0.000000,-1383073.730882,1062
12.99,56,2486252.026781,24.859266297,0.000000,-1645197.754250,1080
13.17,57,2444581.888022,24.442541054,0.000000,-1556942.571406,1105
13.41,58,2412578.248226,24.122485770,0.000000,-1480652.344879,1135
13.65,59,2384668.438070,23.843369663,0.000000,-1325868.704856,1150
13.83,60,2368596.548548,23.682641074,0.000000,-1165808.596856,1175
14.08,61,2322380.906590,23.220358791,0.000000,-1493012.379677,1205
14.33,62,2253911.351366,22.535706081,0.000000,-1058113.919303,1213
14.52,63,2199271.683655,21.989300590,0.000000,-1231667.452220,1238
14.78,64,2154130.642251,21.537870336,0.000000,-1095362.941109,1268
15.03,65,2105273.349793,21.049226755,0.000000,-1304890.258283,1298
15.23,66,2068130.571070,20.677802407,0.000000,-1199962.518857,1311
15.46,67,2039972.444720,20.396253426,0.000000,-1022428.381897,1341
15.66,68,1927581.535761,19.272226664,0.000000,-1116071.371421,1371
15.87,69,1813570.977067,18.132086973,0.000000,-1016665.240368,1401
16.07,70,1746405.733236,17.460452860,0.000000,-1000736.226373,1431
16.33,71,1702564.416872,17.021983167,0.000000,-1198646.134950,1461
16.54,72,1659877.111254,16.595124916,0.000000,-1110917.929020,1489
16.79,73,1606685.517399,16.063159531,0.000000,-1091394.409810,1519
17.02,74,1584204.277891,15.838340922,0.000000,-990384.132083,1541
17.28,75,1560247.295997,15.598766066,0.000000,-1131877.597829,1571
17.50,76,1546797.163637,15.464279024,0.000000,-1064210.081366,1587
17.72,77,1492841.109036,14.924718618,0.000000,-1407970.847627,1617
17.95,78,1435687.716184,14.353164117,0.000000,-1293823.418064,1647
18.23,79,1363969.446018,13.635949213,0.000000,-1121948.123414,1677
18.46,80,1325054.519716,13.246787017,0.000000,-1198387.845260,1707
18.70,81,1272946.962973,12.725660283,0.000000,-1097125.356296,1737
18.89,82,1228379.935791,12.279966714,0.000000,-984947.781878,1767
19.12,83,1173302.464977,11.729161309,0.000000,-1140827.470364,1797
19.34,84,1082296.088716,10.819050388,0.000000,-1167503.012973,1827
19.58,85,1026440.652024,10.260420669,0.000000,-1219002.054283,1857
19.86,86,1009528.681485,10.091281008,0.000000,-979883.408649,1887
20.08,87,977614.331391,9.772155034,0.000000,-940393.815262,1917
20.31,88,957129.375742,9.567280668,0.000000,-1103901.551433,1947
20.56,89,929152.581738,9.287483345,0.000000,-1049559.728059,1977
20.85,90,918552.410398,9.181479580,0.000000,-939660.368802,2007
21.16,91,910105.140273,9.097006845,0.000000,-1015364.234163,2029
21.39,92,897237.159507,8.968316738,0.000000,-991936.077646,2059
21.68,93,892386.124910,8.919808750,0.000000,-1018561.809180,2089
21.92,94,887887.607940,8.874818187,0.000000,-1057386.554675,2117
22.18,95,881647.581899,8.812423173,0.000000,-915510.284314,2147
22.44,96,874339.529575,8.739329396,0.000000,-784365.160988,2177
22.73,97,865064.007597,8.646579027,0.000000,-793727.133864,2207
22.98,98,848435.168346,8.480285433,0.000000,-851982.353875,2232
23.22,99,839512.936222,8.391074148,0.000000,-861138.043178,2262
23.46,100,831005.302527,8.305990562,0.000000,-857582.853094,2292
23.73,101,823609.041450,8.232029472,0.000000,-627411.242710,2322
23.97,102,812772.568564,8.123667644,0.000000,-710490.359427,2352
24.23,103,803892.030494,8.034847511,0.000000,-696994.396442,2382
24.46,104,781609.643696,7.811983425,0.000000,-785813.425835,2412
24.74,105,752490.691443,7.520744552,0.000000,-761428.279728,2442
25.00,106,716492.423268,7.160717911,0.000000,-815063.961513,2472
