elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
6.31,1,43500000.000000,435.000000000,0.000000,-5699911.552000,435
6.77,2,37800088.448000,378.000000000,0.000000,-4899890.600000,465
7.24,3,33000193.384000,330.000000000,0.000000,-3999909.112000,495
7.73,4,30433599.253333,304.333333333,0.000000,-4499882.624000,525
8.22,5,29833616.068000,298.333333333,0.000000,-4299907.504000,555
8.74,6,29644731.011556,296.444444444,0.000000,-4499898.576000,585
9.25,7,29644731.011556,296.444444444,0.000000,-5299908.576000,615
9.74,8,29384502.965474,293.842105263,0.000000,-4899855.304000,645
10.25,9,29317537.477793,293.172413793,0.000000,-5217104.045793,675
10.75,10,29233630.178167,292.333333333,0.000000,-4899902.088000,705
11.30,11,29227883.254621,292.275862069,0.000000,-5199864.232000,735
11.82,12,29107988.788615,291.076923077,0.000000,-3984490.078769,765
12.37,13,29107988.788615,291.076923077,0.000000,-4738348.571077,795
12.90,14,28954857.480000,289.545454545,0.000000,-4654425.416000,825
13.41,15,28545774.292364,285.454545455,0.000000,-3699908.576000,855
13.96,16,28526987.266667,285.266666667,0.000000,-4663182.245333,885
14.53,17,28365465.734972,283.651376147,0.000000,-4799918.040000,915
15.09,18,28302357.645027,283.020270270,0.000000,-4663491.637514,945
15.64,19,28257190.997760,282.568551510,0.000000,-4749460.611529,975
16.26,20,28089367.987122,280.890243902,0.000000,-4820611.093659,1005
16.84,21,27790762.469522,277.904088050,0.000000,-4886086.129409,1035
17.40,22,27557029.630827,275.566666667,0.000000,-4549897.832000,1065
17.97,23,27395171.060369,273.948035488,0.000000,-4672525.263796,1095
18.59,24,27308079.687669,273.077097506,0.000000,-4599827.328000,1125
19.23,25,27252643.181896,272.522692079,0.000000,-4491005.555582,1155
19.85,26,27138900.269491,271.385229235,0.000000,-4512366.050408,1185
20.45,27,27005123.803231,270.047385195,0.000000,-4530971.652349,1215
21.05,28,26903355.374278,269.029634203,0.000000,-4552082.978909,1245
21.67,29,26793558.105089,267.931614799,0.000000,-4536916.568775,1275
22.30,30,26604844.899846,266.044420014,0.000000,-4378662.356413,1305
22.92,31,26390202.152592,263.897906765,0.000000,-4351519.573001,1335
23.70,32,26294783.666380,262.943722433,0.000000,-4299838.696000,1365
24.32,33,26212026.141748,262.116102302,0.000000,-4193682.734627,1395
24.95,34,26188899.487189,261.884823470,0.000000,-4194545.817122,1425
25.60,35,26156162.135229,261.557440127,0.000000,-4133129.998558,1455
26.31,36,26105717.033817,261.052965526,0.000000,-4433988.473712,1485
26.97,37,26069173.810917,260.687517608,0.000000,-4173739.989213,1515
27.62,38,26012727.703470,260.123029220,0.000000,-4188424.004546,1545
28.29,39,25950922.416861,259.504950449,0.000000,-4164059.856215,1575
28.94,40,25908729.019556,259.082997812,0.000000,-3865896.320404,1605
29.59,41,25821827.418696,258.213968607,0.000000,-4214730.020342,1635
30.26,42,25770644.965460,257.702117467,0.000000,-4014771.344531,1665
30.95,43,25665375.981598,256.649377205,0.000000,-3974145.509868,1695
31.65,44,25591428.870181,255.909863242,0.000000,-4107712.668846,1725
32.30,45,25470058.231709,254.696086836,0.000000,-4195830.544260,1755
32.99,46,25335639.926044,253.351831003,0.000000,-4023935.653838,1785
33.69,47,25257591.811251,252.571327557,0.000000,-3899933.197333,1815
34.42,48,25213913.509003,252.134523435,0.000000,-3835617.654399,1845
35.13,49,25126045.444708,251.255811269,0.000000,-3709097.914511,1875
35.94,50,25083764.911829,250.832966314,0.000000,-3887259.490879,1905
36.83,51,24963466.380419,249.629919214,0.000000,-3915407.138250,1935
37.56,52,24852013.730651,248.515326786,0.000000,-4110329.460794,1965
38.34,53,24784696.002968,247.842158306,0.000000,-3884020.289146,1995
39.05,54,24717851.168182,247.173666861,0.000000,-3723384.028195,2025
39.80,55,24667022.459541,246.665371596,0.000000,-3860336.280183,2055
40.54,56,24603064.959316,246.025757180,0.000000,-4039795.410708,2085
41.31,57,24532446.069212,245.319552927,0.000000,-3854787.750490,2115
42.15,58,24458856.144666,244.583616337,0.000000,-3710933.208265,2145
42.92,59,24410699.213634,244.102006472,0.000000,-3725976.066463,2175
43.67,60,24367135.794589,243.666335536,0.000000,-3775053.976184,2205
44.45,61,24311103.880531,243.105961696,0.000000,-3614273.071844,2235
45.21,62,24237944.433189,242.374342157,0.000000,-3594189.272163,2265
46.08,63,24169405.557831,241.688926406,0.000000,-3747835.206160,2295
47.01,64,24101485.993025,241.009668931,0.000000,-3731809.154006,2322
47.83,65,24007973.775942,240.074558955,0.000000,-3563406.715068,2342
48.68,66,23947387.726847,239.468704637,0.000000,-3699450.328155,2372
49.52,67,23837182.080343,238.366579050,0.000000,-3691088.763072,2402
50.34,68,23789253.252789,237.887281613,0.000000,-3699518.360641,2432
51.24,69,23737984.776605,237.374581258,0.000000,-3415947.457586,2462
52.14,70,23640747.242946,236.402113650,0.000000,-3556492.507786,2492
53.04,71,23548530.862648,235.479891121,0.000000,-3635275.272834,2519
54.00,72,23470308.825410,234.697647911,0.000000,-3589862.028519,2549
54.93,73,23411510.250121,234.109654296,0.000000,-3518242.264669,2579
55.85,74,23341692.252734,233.411420921,0.000000,-3614007.645046,2609
56.76,75,23302257.053741,233.017072849,0.000000,-3396845.456222,2639
57.64,76,23254393.003442,232.538388281,0.000000,-3533052.973745,2669
58.60,77,23196648.801533,231.960930735,0.000000,-3500807.734541,2699
59.54,78,23159957.595517,231.593994376,0.000000,-3628894.407121,2729
60.43,79,23115256.269867,231.146958777,0.000000,-3736651.143717,2754
61.37,80,23077412.986632,230.768518699,0.000000,-3657057.686623,2784
62.27,81,23045443.867154,230.448814400,0.000000,-3580455.181468,2807
63.27,82,23010197.484818,230.096352679,0.000000,-3296629.017020,2837
64.20,83,22970227.134226,229.696626902,0.000000,-3400568.832843,2867
65.13,84,22871635.549522,228.710663850,0.000000,-3797438.249829,2897
66.19,85,22802181.863461,228.016120421,0.000000,-3487492.984779,2927
67.26,86,22744787.405916,227.442138441,0.000000,-3456189.746038,2957
68.23,87,22690429.053845,226.898523918,0.000000,-3602582.700277,2987
69.26,88,22644830.632534,226.442531583,0.000000,-3449852.381299,3017
70.31,89,22606093.836679,226.055148883,0.000000,-3441483.599182,3047
71.23,90,22565757.861945,225.651760061,0.000000,-3482459.901780,3074
72.36,91,22506784.366555,225.062012220,0.000000,-3485511.915019,3104
73.40,92,22449997.943512,224.494142539,0.000000,-3595191.224146,3134
74.49,93,22410815.497330,224.102300544,0.000000,-3318785.558715,3164
75.49,94,22386806.137968,223.862198238,0.000000,-3325809.684626,3191
76.65,95,22344724.630029,223.441368348,0.000000,-3525788.838213,3221
77.62,96,22300842.867906,223.002519114,0.000000,-3335118.902607,3243
78.67,97,22267096.638454,222.665028457,0.000000,-3423387.224747,3273
79.69,98,22214146.435304,222.135501170,0.000000,-3458378.783537,3303
80.77,99,22156668.076858,221.560703888,0.000000,-3415609.997110,3333
81.98,100,22106584.601345,221.059825058,0.000000,-3519471.218100,3363
83.07,101,22079570.822062,220.789687731,0.000000,-3314537.304564,3393
84.23,102,22046406.550654,220.458024369,0.000000,-3539364.424996,3423
85.29,103,22006912.190609,220.063002433,0.000000,-3369285.911593,3453
86.40,104,21966590.036875,219.659792988,0.000000,-3306248.104069,3483
87.57,105,21928006.067350,219.273938896,0.000000,-3518281.056896,3503
88.65,106,21895076.333990,218.944579012,0.000000,-3317663.671559,3533
89.65,107,21856114.047917,218.554926758,0.000000,-3345451.788344,3563
90.79,108,21817457.289478,218.168339722,0.000000,-3378788.858993,3593
91.97,109,21731430.600946,217.308022164,0.000000,-3443317.546068,3623
92.98,110,21664664.983338,216.640329439,0.000000,-3326484.725586,3651
94.23,111,21596227.586680,215.955942073,0.000000,-3326468.635057,3681
95.53,112,21520689.566484,215.200512320,0.000000,-3292455.019015,3711
96.86,113,21489001.954362,214.883633047,0.000000,-3259051.400349,3741
98.12,114,21459054.788134,214.584140323,0.000000,-3199864.648000,3771
99.34,115,21409653.473866,214.090095884,0.000000,-3184190.181547,3801
100.51,116,21337151.529772,213.365041378,0.000000,-3208990.300718,3831
101.87,117,21292934.065610,212.922886375,0.000000,-3360164.231471,3856
103.08,118,21254823.975328,212.541751497,0.000000,-3199916.968000,3886
104.47,119,21177249.611575,211.765990763,0.000000,-3324034.647184,3916
105.72,120,21128889.842507,211.282327492,0.000000,-3341624.450561,3941
106.95,121,21069662.145545,210.690050163,0.000000,-3176516.605373,3971
108.15,122,20995565.972855,209.949058835,0.000000,-3300051.322571,4001
109.46,123,20952173.147195,209.515105446,0.000000,-3206308.317501,4031
110.88,124,20898932.601890,208.982681694,0.000000,-3613060.700176,4061
111.96,125,20858588.117631,208.579211694,0.000000,-3242325.253747,4091
113.18,126,20787933.139875,207.872632965,0.000000,-3055682.600160,4121
114.46,127,20753013.141637,207.523418650,0.000000,-3269082.662967,4151
115.88,128,20700671.884390,206.999976510,0.000000,-3181065.455375,4181
117.06,129,20645874.885290,206.451976299,0.000000,-3264167.002031,4197
118.24,130,20548188.763244,205.475074104,0.000000,-3495303.359739,4227
119.52,131,20471947.435239,204.712614288,0.000000,-3282943.532591,4257
120.78,132,20427924.275501,204.272320899,0.000000,-3196074.822310,4287
122.15,133,20356124.986732,203.554310177,0.000000,-3458410.225254,4317
123.51,134,20303392.293894,203.026939980,0.000000,-3281114.706667,4344
124.90,135,20279991.078695,202.792918052,0.000000,-3086560.239786,4374
126.15,136,20250066.014908,202.493650364,0.000000,-3027159.616861,4402
127.41,137,20186469.252367,201.857695868,0.000000,-3200142.897667,4432
128.87,138,20121930.575437,201.212263626,0.000000,-3163662.844555,4461
130.33,139,20054982.242834,200.542761290,0.000000,-3463538.427766,4491
131.65,140,20016349.303570,200.156408595,0.000000,-3149605.380470,4521
