elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
4.69,1,32500000.000000,325.000000000,0.000000,-5899908.576000,325
5.06,2,26600091.424000,266.000000000,0.000000,-4799908.576000,355
5.42,3,21800182.848000,218.000000000,0.000000,-3899894.112000,385
5.80,4,19900240.524000,199.000000000,0.000000,-3749914.528000,415
6.20,5,19533591.098667,195.333333333,0.000000,-4599899.112000,445
6.66,6,17975287.992000,179.750000000,0.000000,-3499917.504000,475
7.08,7,17975287.992000,179.750000000,0.000000,-4549908.040000,505
7.52,8,17733673.000000,177.333333333,0.000000,-5449905.808000,535
7.96,9,16550355.348000,165.500000000,0.000000,-4849890.674000,565
8.41,10,16328141.574444,163.277777778,0.000000,-4966548.526667,595
8.85,11,16200364.988364,162.000000000,0.000000,-4699925.272000,625
9.36,12,16094811.722472,160.944444444,0.000000,-4899900.942000,655
9.85,13,15945829.371091,159.454545455,0.000000,-4499891.076000,685
10.34,14,15944197.337348,159.438202247,0.000000,-5142614.859775,709
10.84,15,15882896.075483,158.825170068,0.000000,-4706292.069605,739
11.49,16,15851606.775674,158.512273902,0.000000,-5097041.591070,769
11.99,17,15830218.670861,158.298383509,0.000000,-5176729.161468,799
12.54,18,15794893.643185,157.945119352,0.000000,-5101927.217562,829
13.05,19,15771584.237784,157.712015889,0.000000,-4560268.167396,859
13.53,20,15742190.943084,157.418073281,0.000000,-4257066.866286,889
14.06,21,15711909.937770,157.115251184,0.000000,-4677219.252204,919
14.56,22,15664669.913490,156.642825992,0.000000,-4648690.118261,949
15.10,23,15584649.090018,155.842557566,0.000000,-4624925.704000,979
15.59,24,15448551.242222,154.481528462,0.000000,-4749535.861211,1006
16.14,25,15368714.510788,153.683154813,0.000000,-4527162.651789,1036
16.66,26,15328516.857310,153.281143140,0.000000,-4279838.196800,1066
17.20,27,15245785.597548,152.453798932,0.000000,-4193245.260814,1096
17.81,28,15152067.846238,151.516563161,0.000000,-4332184.420570,1126
18.33,29,15095178.735760,150.947631813,0.000000,-4235727.431751,1156
18.86,30,15000831.805556,150.004113818,0.000000,-4434090.803402,1186
19.42,31,14925696.412791,149.252712242,0.000000,-4178938.083164,1216
20.00,32,14849531.225898,148.491018338,0.000000,-4125409.545662,1246
20.55,33,14767427.585955,147.669948644,0.000000,-4105347.162804,1276
21.10,34,14687298.922932,146.868622331,0.000000,-3991964.857721,1306
21.81,35,14601921.056904,146.014822813,0.000000,-4061461.332384,1336
22.41,36,14535209.510870,145.347684331,0.000000,-4096752.384989,1366
23.00,37,14494056.159506,144.936122467,0.000000,-4028231.750569,1395
23.59,38,14452995.806336,144.525502631,0.000000,-3872980.511230,1416
24.22,39,14365892.262124,143.654422978,0.000000,-4067874.809360,1444
24.84,40,14283759.503497,142.833046631,0.000000,-4238835.104370,1471
25.46,41,14247304.515796,142.468471795,0.000000,-4065467.895038,1496
26.09,42,14176278.760899,141.758177757,0.000000,-3795527.872911,1525
26.70,43,14156509.504544,141.560479593,0.000000,-3677204.612624,1554
27.33,44,14122910.407392,141.224478087,0.000000,-3996280.769686,1581
27.98,45,14060359.836476,140.598948770,0.000000,-3783251.769682,1611
28.63,46,14012369.855931,140.119020720,0.000000,-3587446.684276,1641
29.27,47,13961939.472019,139.614693310,0.000000,-3624421.371145,1662
29.91,48,13902118.576819,139.016444283,0.000000,-3787837.450964,1687
