elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
10.69,1,65400000.000000,654.000000000,0.000000,-6499909.112000,654
11.39,2,58900090.888000,589.000000000,0.000000,-5699912.504000,684
12.11,3,56050134.636000,560.500000000,0.000000,-5899900.064000,714
12.86,4,55300153.048000,553.000000000,0.000000,-6299910.064000,744
13.60,5,53200185.348000,532.000000000,0.000000,-4999868.696000,774
14.37,6,51700232.568000,517.000000000,0.000000,-4999880.064000,804
15.10,7,51136613.676000,511.363636364,0.000000,-5472621.756000,834
15.86,8,50852257.852160,508.520000000,0.000000,-5495876.239680,864
16.65,9,50381220.718857,503.809523810,0.000000,-4998297.655238,894
17.62,10,50143138.448000,501.428571429,0.000000,-5699889.648000,924
18.42,11,49760813.837053,497.605263158,0.000000,-5999889.112000,954
19.21,12,49371563.327310,493.712643678,0.000000,-5633223.120000,984
20.03,13,49182118.373818,491.818181818,0.000000,-5349886.136000,1014
20.87,14,48972112.462128,489.718085106,0.000000,-5199875.600000,1044
21.74,15,48934305.346880,489.340000000,0.000000,-5649907.564000,1074
22.59,16,48832358.703552,488.320512821,0.000000,-5394771.828804,1104
23.43,17,48716033.906082,487.157270408,0.000000,-4911147.458939,1134
24.32,18,48712212.022339,487.119039146,0.000000,-5611761.399469,1164
25.18,19,48616716.957683,486.164043210,0.000000,-5503510.869032,1194
26.06,20,48462194.139750,484.618750000,0.000000,-5682003.169062,1224
26.96,21,48358592.609930,483.582689245,0.000000,-5543463.887375,1254
27.85,22,48268189.315315,482.678622159,0.000000,-5312394.511038,1284
28.75,23,48056912.078181,480.565763170,0.000000,-5616319.483075,1314
29.68,24,47985105.337788,479.847686553,0.000000,-5178141.533358,1344
30.57,25,47927194.165949,479.268543769,0.000000,-5268789.866741,1374
31.47,26,47833762.297856,478.334191828,0.000000,-5097592.409961,1404
32.59,27,47749210.718657,477.488641564,0.000000,-5403368.560118,1434
33.51,28,47678357.732836,476.780082287,0.000000,-4973627.273998,1464
34.41,29,47632251.996227,476.319018726,0.000000,-5001429.690381,1494
35.31,30,47587730.500684,475.873793244,0.000000,-4939125.018160,1524
36.23,31,47528417.264741,475.280635709,0.000000,-4793575.466284,1554
37.16,32,47498892.561996,474.985364315,0.000000,-4888252.885960,1584
38.13,33,47416461.122400,474.161021744,0.000000,-4741465.486890,1614
39.08,34,47347734.878840,473.473721580,0.000000,-5074333.674820,1644
40.06,35,47238243.000949,472.378765525,0.000000,-4928630.129249,1674
41.05,36,47218450.325374,472.180828652,0.000000,-4966308.471843,1704
42.03,37,47110836.410815,471.104635576,0.000000,-4796730.664893,1734
42.99,38,47000351.103430,469.999750848,0.000000,-4632003.170077,1764
43.95,39,46948295.235054,469.479178624,0.000000,-4733762.870665,1794
44.94,40,46877665.886920,468.772854353,0.000000,-4774091.909402,1824
45.90,41,46783961.938902,467.835768968,0.000000,-4729522.430806,1854
46.90,42,46700947.739973,467.005603164,0.000000,-4629174.255773,1884
47.90,43,46597464.923325,465.970741648,0.000000,-4828207.053771,1914
48.90,44,46498704.221221,464.983088582,0.000000,-4801470.267230,1944
50.19,45,46357450.521396,463.570492588,0.000000,-4734794.645904,1974
51.24,46,46137633.660783,461.372204894,0.000000,-4911024.505246,2004
52.25,47,46023020.341292,460.226028345,0.000000,-4396419.828020,2034
53.32,48,45924071.762305,459.236495752,0.000000,-4615707.107077,2064
54.46,49,45799051.949976,457.986243511,0.000000,-4639755.821943,2094
55.50,50,45707920.492209,457.074916421,0.000000,-4552291.283736,2124
56.53,51,45615594.475896,456.151617198,0.000000,-4549925.734759,2154
57.61,52,45485351.781027,454.849166832,0.000000,-4298074.100205,2184
58.68,53,45414031.532348,454.135911262,0.000000,-4589563.190462,2214
59.80,54,45310675.367199,453.102337918,0.000000,-4606422.516883,2244
60.90,55,45160774.946119,451.603274587,0.000000,-4471062.830060,2274
61.99,56,44987730.037831,449.872759626,0.000000,-4456623.008247,2304
63.06,57,44794966.289018,447.945040896,0.000000,-4641368.284750,2334
64.17,58,44703668.575126,447.032030388,0.000000,-4504544.735067,2364
65.28,59,44536237.532120,445.357680156,0.000000,-4504371.927927,2394
66.42,60,44458082.059955,444.576111416,0.000000,-4650448.184996,2424
67.55,61,44404718.438069,444.042462182,0.000000,-4624283.686055,2454
68.66,62,44265315.910910,442.648386075,0.000000,-4663793.839009,2484
69.80,63,44186445.282941,441.859645339,0.000000,-4638102.218813,2514
71.10,64,44075830.661123,440.753463968,0.000000,-4562506.379614,2544
72.29,65,44016808.060058,440.163220291,0.000000,-4508879.883161,2574
73.49,66,43956773.473064,439.562856870,0.000000,-4219056.516659,2604
74.61,67,43913262.895884,439.127741147,0.000000,-4348478.964130,2634
75.78,68,43792930.450832,437.924385920,0.000000,-4574035.716642,2664
76.97,69,43658963.670426,436.584669715,0.000000,-4512314.927844,2694
78.13,70,43595799.992815,435.953012226,0.000000,-4770961.306749,2724
79.32,71,43558942.347024,435.584425157,0.000000,-4293665.591523,2754
80.51,72,43503718.008162,435.032156613,0.000000,-4377573.077339,2784
81.82,73,43437059.429067,434.365546950,0.000000,-4365710.871195,2814
83.08,74,43374344.132964,433.738378451,0.000000,-4530051.062980,2844
84.30,75,43306242.645322,433.057346052,0.000000,-4416575.233699,2874
85.50,76,43222270.065979,432.217618163,0.000000,-4368730.859943,2904
86.82,77,43140695.269820,431.401829552,0.000000,-4435502.807779,2934
88.07,78,43019863.581437,430.193463551,0.000000,-4606634.765191,2964
89.38,79,42931487.033421,429.309675080,0.000000,-4510733.771502,2994
90.65,80,42834884.135332,428.343601938,0.000000,-4482641.048577,3024
91.87,81,42799394.290389,427.988687577,0.000000,-4327742.098425,3054
93.12,82,42680607.485602,426.800748333,0.000000,-4453691.282260,3084
94.30,83,42624396.197902,426.238610650,0.000000,-4339193.321985,3114
95.77,84,42549051.378584,425.485121528,0.000000,-4405207.023415,3144
