elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
7.04,1,47100000.000000,471.000000000,0.000000,-6099913.040000,471
7.54,2,41000086.960000,410.000000000,0.000000,-5099863.160000,501
8.04,3,38550143.416000,385.500000000,0.000000,-5099913.040000,531
8.57,4,38000161.738667,380.000000000,0.000000,-5799898.576000,561
9.09,5,36100191.896000,361.000000000,0.000000,-4799908.576000,591
9.65,6,35300207.820364,353.000000000,0.000000,-5199885.600000,621
10.22,7,35094332.265882,350.941176471,0.000000,-5399898.576000,651
10.75,8,34900220.831619,349.000000000,0.000000,-5199899.112000,681
11.32,9,34758342.640752,347.581196581,0.000000,-5399893.160000,711
11.87,10,34562731.894000,345.625000000,0.000000,-5399888.696000,741
12.47,11,34456371.604772,344.561403509,0.000000,-5299890.064000,771
13.19,12,34314371.495246,343.141361257,0.000000,-5299881.672000,801
13.79,13,34199496.289281,341.992576882,0.000000,-5187696.435902,831
14.35,14,34051162.034159,340.509202454,0.000000,-5290960.353791,861
14.91,15,33994367.139471,339.941234084,0.000000,-5399840.008000,891
15.52,16,33915330.093555,339.150833554,0.000000,-5159173.942821,921
16.10,17,33864518.644045,338.642702100,0.000000,-4908426.234732,951
16.68,18,33750672.214706,337.504195433,0.000000,-5199857.328000,981
17.30,19,33681760.222144,336.815061845,0.000000,-5234221.150936,1011
17.91,20,33598253.219745,335.979985591,0.000000,-5013839.905322,1041
18.50,21,33485969.269949,334.857069739,0.000000,-5099875.720000,1071
19.11,22,33354007.535482,333.537414966,0.000000,-5110573.969022,1101
19.71,23,33253901.217611,332.536308033,0.000000,-4782787.761378,1131
20.33,24,33134466.919550,331.341946598,0.000000,-4834356.686939,1161
20.97,25,32962916.001107,329.626382914,0.000000,-5156046.918820,1191
21.58,26,32853753.183644,328.534707971,0.000000,-4946661.834778,1221
22.21,27,32737237.951206,327.369514446,0.000000,-4805101.756505,1251
22.83,28,32636028.562565,326.357383710,0.000000,-4884426.463087,1281
23.46,29,32559950.435979,325.596586792,0.000000,-4674915.908533,1311
24.26,30,32470652.185108,324.703584605,0.000000,-4826999.619375,1341
24.90,31,32423775.356722,324.234799893,0.000000,-4702027.857513,1371
25.54,32,32379042.991262,323.787453601,0.000000,-4717856.408785,1401
26.18,33,32329276.165793,323.289776432,0.000000,-4599888.576000,1431
26.83,34,32220664.407105,322.203614102,0.000000,-4842471.530145,1461
27.53,35,32077754.157507,320.774467055,0.000000,-4999898.040000,1491
28.20,36,32026273.598906,320.259652540,0.000000,-4687184.728972,1521
28.90,37,31997537.478108,319.972298246,0.000000,-4506169.515090,1551
29.57,38,31853717.664807,318.534020696,0.000000,-4647089.486782,1581
30.29,39,31647367.699328,316.470483831,0.000000,-4599879.112000,1611
30.98,40,31469427.731361,314.691013499,0.000000,-4699889.112000,1641
31.69,41,31276119.212786,312.757856812,0.000000,-4803550.931510,1671
32.36,42,31147295.153616,311.469546937,0.000000,-4799397.088121,1701
33.06,43,30994803.110340,309.944600507,0.000000,-4788323.456102,1731
33.79,44,30863275.258901,308.629278034,0.000000,-4552643.047562,1761
34.52,45,30799299.518429,307.989488056,0.000000,-4598665.443305,1791
