elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
3.53,1,26500000.000000,265.000000000,0.000000,-4799921.968000,265
3.88,2,21700078.032000,217.000000000,0.000000,-3799908.040000,272
4.21,3,17900169.992000,179.000000000,0.000000,-2999898.576000,294
4.56,4,16400231.656000,164.000000000,0.000000,-2799880.868000,313
4.91,5,16400231.656000,164.000000000,0.000000,-3699908.040000,339
5.25,6,15100275.880000,151.000000000,0.000000,-2699915.896000,350
5.62,7,15066942.001333,150.666666667,0.000000,-3633237.306667,370
5.97,8,14833633.418667,148.333333333,0.000000,-3899903.456000,375
6.33,9,14187825.082000,141.875000000,0.000000,-3649951.520000,395
6.69,10,14036689.325091,140.363636364,0.000000,-4166591.333333,405
7.09,11,13760332.211200,137.600000000,0.000000,-3599913.040000,412
7.46,12,13641510.759843,136.411764706,0.000000,-3417602.997647,431
7.83,13,13459156.633882,134.588235294,0.000000,-3099906.968000,439
8.19,14,13452286.794286,134.519480519,0.000000,-3904653.739810,445
8.56,15,13355145.995390,133.548022599,0.000000,-3499903.992000,449
8.91,16,13214825.630316,132.144736842,0.000000,-3599908.992000,451
9.28,17,13121502.810945,131.211488251,0.000000,-3537616.413995,466
9.66,18,13075549.491445,130.751920226,0.000000,-3543326.975146,474
10.06,19,13018182.881397,130.178216374,0.000000,-3751400.215111,479
10.43,20,12983795.437931,129.834329746,0.000000,-3671041.924065,492
10.81,21,12888151.287082,128.877853543,0.000000,-3459235.837021,496
11.17,22,12863320.523463,128.629526462,0.000000,-3475095.895875,499
11.54,23,12813064.911828,128.126938414,0.000000,-3699921.968000,511
11.93,24,12788683.846909,127.883116883,0.000000,-3778264.998797,533
12.34,25,12745631.690466,127.452557463,0.000000,-3580284.447103,546
12.71,26,12612879.082336,126.124919549,0.000000,-3606393.209330,550
13.07,27,12501820.858207,125.014317478,0.000000,-3684861.393028,560
13.45,28,12419901.369486,124.195087633,0.000000,-3503442.930623,566
13.84,29,12340866.463092,123.404692162,0.000000,-3305121.209256,574
14.32,30,12326176.873997,123.257793552,0.000000,-3263938.085782,593
14.70,31,12293568.972043,122.931702656,0.000000,-3070025.155760,601
15.12,32,12270270.006277,122.698711984,0.000000,-3365610.848807,616
15.51,33,12241635.920768,122.412360269,0.000000,-3435608.375410,621
15.88,34,12208348.480139,122.079477837,0.000000,-3054910.765007,629
16.28,35,12203297.008834,122.028962279,0.000000,-3351420.803064,645
16.66,36,12180555.184806,121.801532344,0.000000,-3194716.870804,655
17.05,37,12137402.528531,121.369977408,0.000000,-3049299.033835,669
17.45,38,12091435.256548,120.910298996,0.000000,-2956063.143013,689
17.85,39,12073561.325340,120.731546894,0.000000,-3085430.866002,704
18.23,40,12033455.820557,120.330473156,0.000000,-3016657.731742,708
18.63,41,11988977.234058,119.885683645,0.000000,-3242302.598732,719
19.03,42,11963735.178978,119.633258829,0.000000,-3148119.925388,722
