elapsed_s,iteration,lp_obj,route_weight,artificials,min_rc,pool_columns
3.89,1,28900000.000000,289.000000000,0.000000,-5099914.528000,289
4.27,2,23800085.472000,238.000000000,0.000000,-3999888.576000,317
4.66,3,20000192.848000,200.000000000,0.000000,-3299903.040000,347
5.05,4,20000192.848000,200.000000000,0.000000,-4399907.504000,357
5.46,5,18820247.822400,188.200000000,0.000000,-3999892.088000,371
5.88,6,18820247.822400,188.200000000,0.000000,-4879839.553600,383
6.28,7,18573938.272000,185.736842105,0.000000,-3899910.600000,397
6.73,8,18085975.804571,180.857142857,0.000000,-3635542.668571,426
7.15,9,17966936.634667,179.666666667,0.000000,-4318916.997333,436
7.57,10,17608615.538000,176.083333333,0.000000,-4399873.160000,448
8.03,11,17305293.028667,173.050000000,0.000000,-3929904.444000,473
8.44,12,16933645.760000,169.333333333,0.000000,-3472337.622385,491
8.87,13,16824379.554222,168.240740741,0.000000,-3726735.035556,506
9.31,14,16619308.418092,166.189967105,0.000000,-4056693.270882,532
9.74,15,16523801.993455,165.234848485,0.000000,-3974906.076000,555
10.17,16,16412221.026360,164.119003115,0.000000,-4120712.551536,583
10.61,17,16276929.886597,162.766034031,0.000000,-3849923.248000,613
11.10,18,16162344.610233,161.620155039,0.000000,-3901740.476178,625
11.55,19,16138972.604117,161.386416589,0.000000,-3879840.446395,642
12.09,20,16094898.410596,160.945634267,0.000000,-4061247.607341,658
12.52,21,16060914.305566,160.605781866,0.000000,-3699931.968000,670
12.97,22,16022303.456411,160.219671536,0.000000,-3866729.598841,686
13.42,23,15981960.706841,159.816209378,0.000000,-3697111.407348,702
13.88,24,15934002.672171,159.336654804,0.000000,-3766408.467331,726
14.35,25,15814815.568333,158.144747223,0.000000,-3599178.258508,745
14.80,26,15710934.198194,157.105871737,0.000000,-3755255.198465,763
15.24,27,15529187.780422,155.288361575,0.000000,-3661820.705573,777
15.70,28,15408836.448500,154.084766823,0.000000,-3566333.829780,799
16.19,29,15360615.195560,153.602523834,0.000000,-3587486.508662,807
16.67,30,15329351.851233,153.289847710,0.000000,-3609415.950568,835
17.13,31,15258969.026201,152.585995015,0.000000,-3794046.214099,845
17.60,32,15231270.667146,152.308997861,0.000000,-3109898.386989,861
18.07,33,15113191.482472,151.128164291,0.000000,-3354828.241033,880
18.53,34,15016048.986288,150.156696771,0.000000,-3501415.194429,897
19.00,35,14959039.786602,149.586597445,0.000000,-3401108.294589,910
19.47,36,14924869.776744,149.244892971,0.000000,-3384042.230491,929
19.95,37,14863644.847682,148.632608167,0.000000,-3480266.087441,953
20.45,38,14788006.021100,147.876168584,0.000000,-3360200.473398,978
20.97,39,14683331.877516,146.829373471,0.000000,-3540558.884675,983
21.43,40,14637812.085696,146.374147298,0.000000,-3269889.326278,1007
21.95,41,14566444.088446,145.660430544,0.000000,-3248555.757057,1037
22.47,42,14523797.808154,145.233956309,0.000000,-3249250.380494,1039
22.97,43,14468740.219314,144.683348747,0.000000,-3257029.416158,1053
23.48,44,14392728.881784,143.923207220,0.000000,-3392918.555814,1061
23.99,45,14340671.261654,143.402601224,0.000000,-3158339.915508,1085
24.51,46,14275194.713170,142.747830750,0.000000,-3238873.113221,1092
25.02,47,14187480.685186,141.870646939,0.000000,-3162731.366772,1104
25.54,48,14115756.858930,141.153394016,0.000000,-3447867.589108,1116
26.14,49,14031510.903211,140.310897706,0.000000,-3180490.689527,1125
26.69,50,13982328.637220,139.819069947,0.000000,-3325526.134644,1145
27.19,51,13951213.010451,139.507889336,0.000000,-3176832.347741,1162
27.68,52,13912509.214742,139.120833849,0.000000,-3265505.817167,1182
28.19,53,13896287.125702,138.958616169,0.000000,-3357223.145005,1198
28.68,54,13868143.321841,138.677158555,0.000000,-3094492.700119,1206
29.19,55,13828235.441575,138.278064328,0.000000,-3138256.947719,1214
29.73,56,13807680.206806,138.072486186,0.000000,-3335272.379610,1240
30.23,57,13746867.965200,137.464323877,0.000000,-3289216.464804,1257
30.73,58,13701676.666537,137.012388658,0.000000,-3114559.604985,1281
31.27,59,13665226.246551,136.647870838,0.000000,-3104401.728519,1294
31.80,60,13586511.870108,135.860664588,0.000000,-2840028.449438,1315
32.31,61,13538809.370233,135.383623002,0.000000,-3008547.372126,1319
32.82,62,13505671.548082,135.052220543,0.000000,-2894420.702159,1323
33.36,63,13478365.702675,134.779149231,0.000000,-2895386.447076,1334
33.87,64,13454475.842186,134.540224754,0.000000,-3176728.818815,1352
34.37,65,13421255.561801,134.207993468,0.000000,-2958950.816850,1368
34.91,66,13398512.581798,133.980543416,0.000000,-2990464.258905,1374
35.39,67,13380638.582451,133.801788437,0.000000,-3058364.979602,1389
35.96,68,13323204.338526,133.227377476,0.000000,-3079707.572031,1419
36.47,69,13246221.351721,132.457511058,0.000000,-2900174.843746,1435
37.00,70,13169194.018249,131.687188641,0.000000,-3083236.470609,1454
37.52,71,13145316.749765,131.448422703,0.000000,-2772633.002633,1468
38.06,72,13105586.084106,131.051103804,0.000000,-2992235.631393,1494
38.59,73,13067125.817455,130.666484849,0.000000,-3010912.797193,1498
39.12,74,13047957.813665,130.474801531,0.000000,-2803968.877852,1506
39.67,75,13031414.018553,130.309355336,0.000000,-2951565.747705,1513
40.22,76,13007648.651109,130.071698415,0.000000,-3143931.760112,1535
40.74,77,12988242.309530,129.877621519,0.000000,-3069741.060718,1539
41.31,78,12963840.026907,129.633584608,0.000000,-2837956.136009,1542
41.94,79,12942964.832018,129.424805955,0.000000,-2929498.907517,1555
42.50,80,12890645.471086,128.901573629,0.000000,-2767777.588351,1559
43.05,81,12841858.582345,128.413667762,0.000000,-3008201.683658,1573
43.63,82,12787966.309246,127.874702630,0.000000,-2966611.624435,1581
44.32,83,12758524.556364,127.580266850,0.000000,-3056589.965247,1596
44.92,84,12707577.733896,127.070764427,0.000000,-2940868.598343,1608
45.48,85,12651334.418017,126.508269782,0.000000,-3090081.751808,1616
46.05,86,12632601.641196,126.320932395,0.000000,-2888725.564795,1646
46.62,87,12607927.606418,126.074188092,0.000000,-3020487.555200,1671
47.15,88,12580394.898569,125.798865032,0.000000,-3000695.959288,1699
47.79,89,12543605.044046,125.430953056,0.000000,-2634011.757721,1729
48.31,90,12439400.055891,124.388829782,0.000000,-2787924.322056,1737
48.92,91,12379629.895923,123.791121828,0.000000,-2927623.214604,1767
49.54,92,12345315.863873,123.447960874,0.000000,-2682154.035586,1797
50.09,93,12297669.477790,122.971487954,0.000000,-2637013.857669,1824
