campaign,case_id,chain,target,original_buses,total_budget_s,fleet_budget_s,input_sha256,source_status_sha256,source_journal_sha256
final_chain_gap_20260915,w5_k25_longmip,5,25,26,12600,10800,c16a85cdc05d7cbf0ecd4ac0de2e295d9cddf3800b961cb9f3e1e4fca446a908,5fbef70027639a27c97d0c316d9516bac30c270ce5d9155e03be464242b67f94,0e99b399b62565fc97594dd4d1f47ef9c915af10c5246bed89eefa7484441d38
